address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,possession,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst
2301 - 25 Telegram Mews,"$575,000",1,1,0,"1,754",540,N,$306.84,Immediate,12 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2016,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'Indoor Pool']"
3207 - 70 Queens Wharf Rd,"$630,000",1,1,1,"2,170",505,N,$430.00,Immediate,2 years old,Open Balcony,NA,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Media Room', 'Meeting Room', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']"
2909 - 3 Navy Wharf Crt,"$650,000",1,1,1,"2,077",535,S,$454.15,2021-08-12 00:,15 years old,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,CityPlace,Yes,TSCC-1764,46-56 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool']"
1501 - 381 Front St W,"$580,000",1,1,0,"1,912",635,W,$492.64,Flexible,18 years old,Open Balcony,None,Fan Coil,Underground,Condo Apt,CityPlace,Yes,TSCC-1517,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'Bike Storage', 'Guest Suites', 'Jacuzzi', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Tennis Court', 'Yoga Studio', 'Beanfield Fibre Available', 'FibreStream Internet', 'Games Room', 'Indoor Pool', 'Outdoor Games Lounge']"
208 - 70 Queens Wharf Rd,"$577,000",1,1,0,"2,200",0,NW,$334.52,Tba,2 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Media Room', 'Meeting Room', 'Security Guard']"
1605 - 397 Front St W,"$587,000",1,1,1,"1,833",525,N,$438.56,Flexible,18 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1517,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Security System', 'Visitor Parking', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Sauna', 'Security Guard', 'Basketball Court', 'Bike Storage', 'Guest Suites', 'Rec Room', 'Rooftop Deck', 'Tennis Court']"
738 - 151 Dan Leckie Way,"$545,000",1,1,0,"1,894",575,S,$413.95,Immed,8 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2301,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rec Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Games Room', 'Media Room', 'Security Guard', 'Security System', 'Squash Court']"
1204 - 170 Fort York Blvd,"$565,000",1,1,0,"1,711",505,NE,$410.56,Flexible,6 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2406,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
515 - 90 Queens Wharf Rd,"$599,900",1,1,0,"1,876",0,N,$353.11,Tdb,2 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Media Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Meeting Room', 'Party Room', 'Security Guard']"
701 - 25 Capreol Crt,"$539,000",1,1,0,"1,711",0,E,$386.16,Tbd,11 years old,Enclosed Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2090,46-56 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Outdoor Pool', 'Games Room', 'Media Room']"
510 - 85 Queens Wharf Rd,"$580,888",1,1,0,"1,980",535,N,$343.48,Imme,6 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
211 - 90 Queens Wharf Rd,"$591,000",1,1,0,"1,796",0,N,$344.40,60 Days,2 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Gym', 'Media Room', 'Party Room', 'Security Guard', 'Visitor Parking', 'Beanfield Fibre Available', 'Concierge', 'Meeting Room', 'Indoor Pool']"
202 - 4K Spadina Ave,"$550,000",1,1,0,"2,021",663,SW,$455.55,Immediate,12 years old,Enclosed Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2009,56-65 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
202 - 4K SPADINA Avenue,"$550,000",1,1,1,NA,663,NA,NA,NA,12 years old,NA,NA,Forced Air,Underground,Condo Apt,NA,NA,NA,62 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
1811 - 15 Iceboat Terr,"$588,000",1,1,1,"1,790",468,W,$411.75,Asap,10 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2157,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Squash Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
3307 - 397 Front St W,"$610,000",1,1,1,"1,980",585,N,$485.20,Immed,18 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1517,56-65 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rec Room', 'Security Guard', 'Visitor Parking', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Sauna', 'Security System', 'Basketball Court', 'Bike Storage', 'Guest Suites', 'Rooftop Deck', 'Tennis Court']"
2505 - 35 Mariner Terr,"$540,000",1,1,0,"1,851",550,N,$370.29,2021-11-01 00:,15 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1731,46-56 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool']"
3910 - 85 Queens Wharf Rd,"$610,000",1,1,0,"1,919",535,N,$343.48,2021-10-12 00:,6 years old,Juliet Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Indoor Pool', 'Party Room', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
3112 - 75 Queens Wharf Rd,"$605,000",1,1,0,"2,304",572,SW,$390.69,2021-09-01 00:,6 years old,Open Balcony,Owned,Forced Air,NA,Comm Element Condo,CityPlace,Yes,TSCC-2458,56-65 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Security System', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
705 - 11 Brunel Crt N,"$525,888",1,1,0,"1,745",535,N,$353.96,Tbd,13 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,No,TSCC-1949,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Games Room', 'Indoor Pool']"
2712 - 75 Queens Wharf Rd,"$610,000",1,1,0,"2,304",572,W,$390.69,Tba,6 years old,Open Balcony,Owned,Fan Coil,NA,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool']"
3111 - 75 Queens Wharf Rd,"$599,000",1,1,0,"2,175",535,W,$349.60,30/Tba,6 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Media Room', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
2511 - 85 Queens Wharf Rd,"$595,000",1,1,0,"1,991",570,N,$348.28,Tba,6 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool']"
1308 - 170 Fort York Blvd,"$543,800",1,1,0,"1,613",492,E,$411.94,Minimum 60Days,6 years old,Juliet Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2406,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
601 - 80 Queens Wharf Rd,"$565,000",1,1,0,"1,775",0,W,$357.47,Tba,2 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Beanfield Fibre Available', 'Concierge', 'Gym', 'Media Room', 'Meeting Room', 'Party Room', 'Security Guard', 'Visitor Parking', 'Indoor Pool']"
709 - 4K Spadina Ave,"$545,000",1,1,0,"1,691",545,E,$333.22,July Or Tba,12 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2009,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
3815 - 15 Iceboat Terr,"$545,000",1,1,0,"1,552",461,N,$320.52,Immed/Tba,10 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2157,0-46 sqm,"['Beanfield Fibre Available', 'Concierge', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Security Guard', 'Visitor Parking', 'Indoor Pool', 'Games Room', 'Gym', 'Rooftop Deck', 'Sauna', 'Squash Court']"
2705 - 170 Fort York Blvd,"$555,800",1,1,0,"1,430",403,E,$323.98,30/60/Tba,6 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2406,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Public Transit', 'Bike Storage', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Rooftop Deck']"
508 - 75 Queens Wharf Rd,"$585,000",1,1,1,"2,401",590,SW,$453.19,30/Tba,6 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
338 - 151 Dan Leckie Way,"$540,000",1,1,0,"1,859",575,S,$413.95,Tba,8 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2301,46-56 sqm,"['Gym', 'Pool', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Squash Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
307 - 80 Queens Wharf Rd,"$660,000",1,1,1,"1,985",0,E,$458.52,2021-07-31 00:,2 years old,Terrace,None,Forced Air,Underground,Comm Element Condo,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Beanfield Fibre Available', 'Concierge', 'Gym', 'Media Room', 'Meeting Room', 'Party Room', 'Security Guard', 'Visitor Parking', 'Indoor Pool']"
1112 - 75 Queens Wharf Rd,"$570,000",1,1,0,"2,057",572,W,$367.08,Tbd/Flexible,6 years old,Open Balcony,None,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2458,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Security Guard', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
3105 - 10 Navy Wharf Crt,"$515,000",1,1,0,"1,729",550,N,$441.57,45 Days/Tba,15 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1964,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool']"
108 - 15 Brunel Crt,"$720,000",1,1,1,"2,171",668,S,$436.75,30/60 Days,12 years old,Terrace,Owned,Forced Air,Underground,Condo Townhouse,CityPlace,Yes,TSCC-1955,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']"
221 - 151 Dan Leckie Way,"$550,000",1+1,1,1,"2,181",603,N,$491.65,Tbd,8 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2301,56-65 sqm,"['Beanfield Fibre Available', 'Concierge', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Visitor Parking', 'Indoor Pool', 'Games Room', 'Gym', 'Media Room', 'Rec Room', 'Security Guard', 'Security System', 'Squash Court', 'Spa']"
602 - 85 Queens Wharf Rd,"$700,000",1+1,1,0,"2,900",712,S,$456.89,Flexible,6 years old,Terrace,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2458,65-74 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Indoor Pool', 'Party Room', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Basketball Court']"
751 - 10 Capreol Crt,"$540,000",1+1,1,0,"2,090",660,E,$458.89,Immediate,10 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2157,56-65 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rec Room', 'Security System', 'Visitor Parking', 'Beanfield Fibre Available', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Security Guard', 'Games Room', 'Rooftop Deck', 'Sauna', 'Squash Court', 'Billiards / Table Tennis Room', 'Media Room', 'Outdoor Child Play Area', 'Pet Spa', 'Spa', 'Yoga Studio']"
333 - 15 Iceboat Terr,"$628,000",1+1,1,0,"2,072",650,S,$471.51,15/30/45 Days,10 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,CityPlace,Yes,TSCC-2157,56-65 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Squash Court', 'Visitor Parking', 'Beanfield Fibre Available', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Games Room', 'Rooftop Deck', 'Sauna', 'Billiards / Table Tennis Room', 'Media Room', 'Outdoor Child Play Area', 'Pet Spa', 'Spa', 'Yoga Studio']"
1801 - 15 Fort York Blvd,"$701,000",1+1,1,1,"2,120",587,W,$399.27,45-60 Days,13 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1955,56-65 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Games Room', 'Rec Room', 'Rooftop Deck']"
2311 - 10 Navy Wharf,"$765,000",1+1,1,1,"2,363",725,S,$640.15,Tba,16 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1694,65-74 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Elevator', 'FibreStream Internet', 'Guest Suites', 'Jacuzzi', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court', 'Visitor Parking', 'Indoor Pool', 'Gym', 'Meeting Room', 'Party Room', 'Bowling Valley']"
1801 - 70 Queens Wharf Rd,"$646,000",1+1,1,0,"2,028",579,S,$405.38,Immediate,2 years old,Open Balcony,Exclusive,Forced Air,NA,Comm Element Condo,CityPlace,Yes,TSCC-2691,46-56 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Indoor Pool', 'Media Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Meeting Room', 'Party Room', 'Security Guard']"
610 - 361 Front St W,"$640,000",1+1,1,1,"2,261",750,NE,$611.90,Immed,19 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1438,65-74 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Sauna', 'Visitor Parking', 'Beanfield Fibre Available', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Security Guard', 'Security System', 'Games Room', 'Guest Suites', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck', 'FibreStream Internet', 'BBQ Permitted', 'Jacuzzi']"
615 - 8 Telegram Mews,"$635,000",1+1,1,1,"1,955",545,E,$408.00,30 Days / Tba,11 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-2090,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Games Room', 'Media Room']"
3810 - 397 Front St W,"$738,000",1+1,1,1,"2,243",690,SE,$573.90,Flexible,18 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1517,65-74 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Sauna', 'Visitor Parking', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Security Guard', 'Security System', 'Basketball Court', 'Bike Storage', 'Guest Suites', 'Rec Room', 'Rooftop Deck', 'Tennis Court', 'Jacuzzi', 'Outdoor Games Lounge', 'Spa', 'Yoga Studio']"
2001 - 81 Navy Wharf Crt,"$705,000",1+1,1,1,"2,175",670,E,$576.96,30/60 Days,18 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,CityPlace,Yes,TSCC-1537,56-65 sqm,"['Concierge', 'Games Room', 'Guest Suites', 'Gym', 'Indoor Pool', 'Sauna', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Security Guard', 'Security System', 'Visitor Parking', 'Media Room', 'Rec Room']"
