address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst,size_range_level,include_party_room,include_meeting_room,include_rooftop_deck,include_visitor_parking,include_security_system,include_security_guard,include_pet_restriction,include_guest_suites,include_concierge,include_gym,include_rec_room,include_media_room,include_public_transit,include_bbq_permitted,include_indoor_pool,num_amenities
1307 - 220 Victoria St,849999,2+1,2,1,3373,1069,SW,1094.49,16,Open Balcony,None,Fan Coil,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1653,93-111 sqm,"['Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Games Room']",6,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,14
1806 - 45 Carlton St,780000,2+2,2,1,3202,NA,N,1044.23,39,None,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,17
1016 - 45 Carlton St,795000,2+2,2,1,2982,NA,S,1044.23,39,None,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Concierge', 'Games Room', 'Meeting Room', 'Party Room', 'Rec Room']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
1910 - 45 Carlton St,850000,2+1,2,1,3142,NA,N,1044.2,39,None,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Indoor Pool', 'Sauna', 'Security Guard', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security System', 'Concierge', 'Games Room', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
719 - 85 Wood St,805000,2+1,2,0,2853,680,N,434.64,2,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Games Room']",3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,12
406 - 77 Carlton St,761000,2+1,2,1,3159,1413,N,1058.67,37,None,NA,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-619,111-130 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room']",7,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,12
1803 - 85 Wood St,810000,2+1,2,0,3791,NA,SW,615,2,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,84-93 sqm,"['Gym', 'Concierge', 'Party Room', 'Business Centre (WiFi)', 'Games Room', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Rooftop Deck', 'Security Guard']",5,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,11
2012 - 45 Carlton St,880000,2+1,2,1,3202,NA,N,1044,39,None,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
552 - 155 Dalhousie St,945000,2+1,2,1,3508,1219,S,776.05,22,None,Owned,Heat Pump,Owned,Condo Apt,churchstcorridor,Yes,MTCC-1369,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']",7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,20
203 - 75 Dalhousie St,650000,2+1,1,1,2249,748,W,733.46,17,Juliet Balcony,None,Forced Air,Owned,Condo Apt,churchstcorridor,Yes,TSCC-1571,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Games Room', 'Indoor Pool']",3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,17
418 - 45 Carlton St,800000,2+1,2,1,2771,NA,S,904,39,None,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,93-111 sqm,"['Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Concierge', 'Games Room', 'Gym', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck', 'Visitor Parking']",6,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
1004 - 45 Carlton St,850000,2+2,2,1,2982,NA,S,1044,39,Enclosed Balcony,Ensuite,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rec Room', 'Rooftop Deck', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Meeting Room', 'Visitor Parking']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
517 - 85 Wood St,868000,2+1,2,1,3178,NA,N,567.23,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,65-74 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Rec Room', 'Rooftop Deck', 'Party Room', 'Business Centre (WiFi)', 'Games Room', 'Guest Suites', 'Media Room', 'Meeting Room', 'Security Guard']",3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,12
2501 - 281 Mutual St,1160000,2+1,2,1,3887,1051,SE,1049,-,Terrace,Owned,Heat Pump,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1698,93-111 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage']",6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5
1014 - 45 Carlton St,780000,2+1,2,1,3037,NA,N,1044.23,39,None,Ensuite,Heat Pump,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
UPH 5 - 76 Shuter St,985000,2+1,2,2,3148,1058,SW,1067.57,13,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1884,93-111 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Media Room', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard']",6,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,11
715 - 85 Wood St,862000,2+1,2,0,3112,765,N,488.97,2,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Games Room']",4,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,12
1005 - 7 Carlton St,780000,2+1,2,0,2921,1008,SE,914.32,28,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-1025,93-111 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Games Room']",6,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,13
205 - 25 Maitland St,785000,2+1,2,1,2777,1170,W,1197.84,31-50,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-755,93-111 sqm,"['Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Sauna', 'Security System', 'Public Transit', 'Parking Garage', 'Security Guard', 'Concierge', 'Guest Suites', 'Meeting Room', 'Rec Room', 'Visitor Parking']",6,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,14
2110 - 68 Shuter St,875000,2+1,2,1,3382,775,NE,690.52,4,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2564,65-74 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'FibreStream Internet', 'Games Room', 'Security System']",3,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,12
502 - 85 Wood St,790000,2+1,2,0,2939,NA,N,460.2,1,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,65-74 sqm,"['Gym', 'Concierge', 'Party Room', 'Business Centre (WiFi)', 'Games Room', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Rooftop Deck', 'Security Guard']",3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,11
1116 - 85 Wood St S,905000,2+1,2,1,3791,NA,SE,627.94,2,Open Balcony,Owned,Other,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,84-93 sqm,"['Concierge', 'Games Room', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Business Centre (WiFi)', 'Meeting Room', 'Rec Room', 'Rooftop Deck', 'Security Guard']",5,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,11
305 - 75 Dalhousie St,708000,2+1,1,1,2651,910,W,873.18,17,Juliet Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1571,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Games Room', 'Indoor Pool']",5,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
219 - 77 Shuter St,920000,2+1,2,0,NA,NA,N,580,0,Terrace,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2801,74-84 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Business Centre (WiFi)', 'Games Room', 'Outdoor Patio', 'Pet Spa', 'Yoga Studio', 'Rec Room']",4,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,13
1710 - 25 Maitland St,875000,2+1,2,1,2873,1222,SW,1251.9,-,None,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-755,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Outdoor Pool']",7,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,14
1115 - 45 Carlton St,833800,2+2,2,1,2933,NA,S,1044.23,39,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Games Room', 'Meeting Room', 'Party Room', 'Rec Room']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
3016 - 85 Wood St,917000,2+1,2,1,3652,775,SE,597.36,1,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Games Room']",5,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,12
1107 - 220 Victoria St,847000,2+1,2,1,3148,1069,SW,855.45,16,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1653,93-111 sqm,"['Bike Storage', 'Games Room', 'Media Room', 'Party Room', 'Security Guard', 'Visitor Parking', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'Rec Room']",6,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,15
1409 - 45 Carlton St,880000,2+1,2,1,3142,NA,N,946,39,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
1008 - 45 Carlton St,829900,2+2,2,1,3196,NA,N,946.65,39,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Concierge', 'Games Room', 'Gym', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck', 'Visitor Parking']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
403 - 70 Alexander St,754000,2+1,2,2,2719,953,W,1109.14,20,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-1329,93-111 sqm,"['Bike Storage', 'Concierge', 'Guest Suites', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System', 'BBQ Permitted', 'Rec Room']",6,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,15
1409 - 45 Carlton St,880000,2+1,2,1,3142,NA,N,946.65,39,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
5A - 256 Jarvis St,745000,2+1,2,1,2837,1649,W,1120,37,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-600,167-186 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Public Transit', 'Parking Garage', 'Rec Room', 'Sauna', 'Security System']",10,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,8
502 - 77 Carlton St,761000,2+1,2,1,3196,1413,N,1058.61,37,None,NA,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-619,130-149 sqm,"['Concierge', 'Gym', 'Party Room', 'Security Guard', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Squash Court']",8,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,11
315 - 23 Carlton St,930000,2+1,3,1,3676,1006,S,815.7,-,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1952,111-130 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Visitor Parking']",7,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,6
1405 - 220 Victoria St,670000,2+1,2,1,2651,803,S,828.02,16,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-1653,74-84 sqm,"['Concierge', 'Rec Room', 'Security Guard', 'Visitor Parking', 'Rooftop Deck', 'Public Transit', 'Party Room', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'Games Room']",4,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,14
3803 - 85 Wood St,840000,2+1,2,0,3322,NA,SW,525.93,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2711,65-74 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security System', 'Business Centre (WiFi)', 'Games Room', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard']",3,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,12
803 - 298 Jarvis St,650000,2+1,2,1,2489,937,NE,1215.15,29,None,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-993,84-93 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Security System', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Squash Court', 'Games Room', 'Meeting Room', 'Rec Room', 'Rooftop Deck']",5,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,14
403 - 298 Jarvis St,599000,2+1,2,1,2477,905,NE,1131.87,29,None,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-993,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",5,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,14
1808 - 45 Carlton St,750000,2+1,2,1,3142,NA,N,946.65,39,None,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-565,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Games Room', 'Indoor Pool']",7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
502 - 403 Church St,994000,3,2,1,NA,1070,NS,805.64,0,Open Balcony,None,Fan Coil,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2817,93-111 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Meeting Room', 'Party Room', 'Rooftop Deck']",6,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,6
2308 - 89 Mcgill St,1015000,3,2,1,3104,832,SE,683.25,3,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2682,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Media Room', 'Meeting Room', 'Security System', 'Outdoor Pool', 'Electric Car Charging stations']",4,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,13
14D - 86 Gerrard St E,1010000,3,2,1,3666,1500,SW,1278.32,36,Terrace,Owned,Other,Underground,Condo Apt,churchstcorridor,Yes,MTCC-677,130-149 sqm,"['BBQ Permitted', 'Party Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pets', 'Public Transit', 'Bike Storage']",8,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,11
PH 11 - 155 Dalhousie St,1935000,3,2,2,6348,3287,W,1576.14,22,Terrace,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-1247,186-209 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Sauna', 'Business Centre (WiFi)', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Basketball Court', 'Games Room', 'Rec Room']",11,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,19
PH04 - 77 Mutual St,900000,3,2,0,NA,855,SW,525,0,Open Balcony,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2840,74-84 sqm,"['Party Room', 'Yoga Studio']",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6 - 101 Mcgill St,1115000,3,2,1,4094,NA,W,701,33,Terrace,Owned,Forced Air,Owned,Condo Townhouse,churchstcorridor,Yes,MTCC-777,130-149 sqm,"['Rooftop Deck', 'BBQ Permitted']",8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
1103 - 88 Queen St E,1196000,3,2,0,NA,NA,SE,506.24,0,Open Balcony,None,Heat Pump,Underground,Condo Apt,churchstcorridor,Yes,NA,65-74 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Outdoor Patio', 'Rec Room', 'Yoga Studio', 'Pet Spa', 'Beanfield Fibre Available', 'Games Room', 'Outdoor Pool']",3,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,13
207 - 19 Dundonald St,1275000,3,3,1,3880,NA,S,998.64,29,Terrace,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,MTCC-688,130-149 sqm,"['BBQ Permitted', 'Bike Storage', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Elevator', 'Meeting Room']",8,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,8
501 - 89 Mcgill St,1050000,3,2,1,4078,1158,NE,903.32,2,Terrace,None,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2682,93-111 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Media Room', 'Meeting Room', 'Sauna', 'Security System', 'Outdoor Pool']",6,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,13
1311 - 89 Mcgill St,850000,3,2,2,3500,NA,SW,771,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,churchstcorridor,Yes,TSCC-2682,74-84 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Visitor Parking', 'Rooftop Deck', 'Party Room', 'Elevator', 'BBQ Permitted', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Security System']",4,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,13
73 - 118 Dalhousie St,765000,3+1,3,2,NA,NA,S,155,0,Open Balcony,None,Forced Air,Garage,Comm Element Condo,churchstcorridor,Yes,NA,149-167 sqm,['Visitor Parking'],9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
316 - 8 Telegram Mews,447500,Studio,1,0,1369,388,E,275.2,11,Open Balcony,Owned,Forced Air,NA,Condo Apt,cityplace,Yes,TSCC-2090,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Games Room', 'Media Room']",0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,16
708 - 85 Queens Wharf Rd,474000,Studio,1,0,1613,438,N,280.98,6,None,None,Forced Air,NA,Condo Apt,cityplace,Yes,TSCC-2458,0-46 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Concierge', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Indoor Pool', 'Basketball Court', 'Gym']",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26
